loc_id,obj_id,loc_typ,address,city,state_prov,post_code,phone,web
41982748,15040753,P,2950 FAIR OAKS AVENUE,REDWOOD CITY,CA,94063,6503683953,
41982749,15040755,P,909 ROOSEVELT AVENUE,REDWOOD CITY,CA,94061,6503663122,
41982751,15041632,P,325 LA GRANDE AVE,SAN FRANCISCO,CA,94112,4154524922,
41982758,15041586,P,1575 15TH ST,SAN FRANCISCO,CA,94103,4152416280,
41982759,15041597,P,1501 O'FARRELL ST,SAN FRANCISCO,CA,94115,4157493519,
41982789,15000961,P,920 PENINSULA WAY,MENLO PARK,CA,94025,,
41983056,15040758,P,555 AVENUE DEL ORA,REDWOOD CITY,CA,94062,6504822406,
41983085,15001055,P,2355 LAKE ST,SAN FRANCISCO,CA,94121,4157508390,
41983218,15041911,P,789 E POPLAR AVE,SAN MATEO,CA,94401,6505582100,
41984025,15027157,P,1225 GREENWOOD AVE,SAN CARLOS,CA,94070,,
41985064,15041299,P,300 AMADOR AVE,SAN BRUNO,CA,94066,6506243175,
41985104,15042408,P,1320 MISSION ROAD,SOUTH SAN FRANCISCO,CA,94080,6508778806,
41985274,15000798,P,2650 SAND HILL RD,MENLO PARK,CA,94025,6508540288,
41986017,15041906,P,1501 MAGNOLIA AVE,SAN BRUNO,CA,94066,6505582799,
41986020,15042217,P,1400 ALAMEDA DE LAS PULGAS,BELMONT,CA,94002,6505950210,
41986473,15041908,P,400 MURCHISON DR,MILLBRAE,CA,94030,6505582599,
41986674,15019870,P,515 E POPLAR AVE,SAN MATEO,CA,94401,6503755860,
41986834,15041553,P,693 VERMONT ST,SAN FRANCISCO,CA,94107,4156955860,
41986846,15041306,P,750 DARTMOUTH AVE,SAN CARLOS,CA,94002,6505087370,
41986847,15041582,P,3125 CESAR CHAVEZ ST,SAN FRANCISCO,CA,94110,4156955770,
41987199,15001156,P,2521 SCOTT ST,SAN FRANCISCO,CA,94115,4159310400,
41987341,15043660,P,750 25TH AVE,SAN FRANCISCO,CA,94121,4153557656,
41987852,15000486,P,302 PORTOLA RD,PORTOLA VALLEY,CA,94028,6508518221,
41987895,15000529,P,434 ALIDA WAY,SOUTH SAN FRANCISCO,CA,94080,6505893909,
41987896,15000539,P,1300 BAYSWATER AVE,BURLINGAME,CA,94010,6503447176,
41987950,15019794,P,1499 POTRERO AVE STE 1,SAN FRANCISCO,CA,94110,4156957735,
41988143,15040752,P,3790 RED OAK WAY,REDWOOD CITY,CA,94061,6504822414,
41988511,15000817,P,1550 TREAT AVE,SAN FRANCISCO,CA,94110,4155642310,
41989087,15017032,P,27 10TH AVE,SAN MATEO,CA,94401,6503401230,
41989414,15041560,P,1150 FRANCISCO ST,SAN FRANCISCO,CA,94109,4157493430,
41989557,15040759,P,2521 GOODWIN AVE,REDWOOD CITY,CA,94061,6503654611,
41989567,15041302,P,2000 BELLE AVENUE,SAN CARLOS,CA,94070,6505087307,
41989924,15000501,P,1320 14TH AVE,SAN FRANCISCO,CA,94122,4156647977,
41990065,15042410,P,210 WEST ORANGE AVE,SOUTH SAN FRANCISCO,CA,94080,6508778841,
41990952,15041664,P,2055 SUNNYDALE AVE,SAN FRANCISCO,CA,94134,4154694519,
41991295,15000513,P,910 BROADWAY,SAN FRANCISCO,CA,94133,4159294690,
41991305,15001179,P,444 E MARKET ST,DALY CITY,CA,94014,4153337600,
41992292,15040640,P,4575 ALPINE RD,PORTOLA VALLEY,CA,94028,6508511777,
41992547,15034278,P,101 TWIN DOLPHIN DR,REDWOOD CITY,CA,94065,6508025411,
41992642,15001262,P,1405 SOLANA DR,BELMONT,CA,94002,6505927570,
41993043,15013148,P,1218 S VAN NESS AVE,SAN FRANCISCO,CA,94110,4158262662,
41993340,15037675,P,830 ROSITA RD,PACIFICA,CA,94044,6507386615,
41993363,15001242,P,66 GENEVA AVE,SAN FRANCISCO,CA,94112,4155855550,
41993461,15019803,P,1400 HILLSIDE BLVD,SOUTH SAN FRANCISCO,CA,94080,6506199000,
41995029,15041557,P,1530 43RD AVENUE,SAN FRANCISCO,CA,94122,4157592811,
41995384,15000517,P,665 ELIZABETH ST,SAN FRANCISCO,CA,94114,4158248467,
41995392,15000922,P,200 SLOAT BLVD,SAN FRANCISCO,CA,94132,4156656330,
41995803,15014546,P,35 KEYES AVE,SAN FRANCISCO,CA,94129,4155615800,
41996032,15000543,P,1000 ALAMEDA DE LAS PULGAS,BELMONT,CA,94002,6505934265,
41996337,15023993,P,464 DIAMOND ST,SAN FRANCISCO,CA,94114,4156480380,
41996341,15024480,P,887 POTRERO AVE,SAN FRANCISCO,CA,94110,4152063180,
41996416,15041305,P,1901 WHITE OAK WAY,SAN CARLOS,CA,94070,6505087317,
41996427,15041585,P,3500 FILLMORE ST,SAN FRANCISCO,CA,94123,4157493495,
41996708,15041619,P,350 SENECA AVENUE,SAN FRANCISCO,CA,94112,4158418910,
41996785,15000500,P,1055 ELLIS ST,SAN FRANCISCO,CA,94109,,
41996786,15000541,P,2750 ADELINE DR,BURLINGAME,CA,94010,,
41996787,15000546,P,1100 WOODSIDE RD,REDWOOD CITY,CA,94061,6503688327,
41996804,15001119,P,1387 VALENCIA ST,SAN FRANCISCO,CA,94110,4155676177,
41997822,15035229,P,801 HOWARD AVE,BURLINGAME,CA,94010,6502593880,
41997832,15041554,P,423 BURROWS STREET,SAN FRANCISCO,CA,94134,4153301530,
41997834,15040763,P,903 10TH AVENUE,REDWOOD CITY,CA,94063,6503692589,
41997839,15041598,P,1421 PINE ST,SAN FRANCISCO,CA,94109,4157493525,
41998784,15000829,P,1555 MARIPOSA ST,SAN FRANCISCO,CA,94107,4158618840,
41998791,15015927,P,862 28TH AVE,SAN FRANCISCO,CA,94121,4158318322,
41999128,15019852,P,350 MASONIC AVE,SAN FRANCISCO,CA,94118,4159312422,
41999302,15041538,P,250 23RD AVE,SAN FRANCISCO,CA,94121,4157508456,
41999303,15041654,P,1520 OAKDALE AVENUE,SAN FRANCISCO,CA,94124,4156955660,
41999316,15041579,P,4545 ANZA ST,SAN FRANCISCO,CA,94121,4157508483,
41999328,15041658,P,1530 43RD AVENUE,SAN FRANCISCO,CA,94122,4157592811,
41999588,15037336,P,376 BARBARA WAY,HILLSBOROUGH,CA,94010,6503449870,
41999589,15040751,P,225 CLIFFORD AVENUE,REDWOOD CITY,CA,94070,6503668011,
41999608,15037335,P,303 EL CERRITO AVE,HILLSBOROUGH,CA,94010,6503440303,
41999671,15000506,P,3250 18TH ST,SAN FRANCISCO,CA,94110,4158617652,
41999759,15037453,P,575 ABBOT AVE,DALY CITY,CA,94014,6509977880,
42000075,15014236,P,109 ROSILIE ST,SAN MATEO,CA,94403,,
42000700,15041596,P,450 30TH AVENUE,SAN FRANCISCO,CA,94121,4157508435,
42001164,15037947,P,299 ALAMEDA DE LAS PULGAS,ATHERTON,CA,94025,6508545900,
42001355,15010541,P,525 W 42ND AVE,SAN MATEO,CA,94403,6502124222,
42001441,15013102,P,175 GOLDEN GATE AVE,SAN FRANCISCO,CA,94102,4155525220,
42002154,15043498,P,400 EDMONDS RD,REDWOOD CITY,CA,94062,6508391810,
42002453,15000974,P,7070 CALIFORNIA ST,SAN FRANCISCO,CA,94121,4157510177,
42003063,15043661,P,727 GOLDEN GATE AVE,SAN FRANCISCO,CA,94102,4152413000,
42003756,15037334,P,2600 RALSTON AVE,HILLSBOROUGH,CA,94010,6503426331,
42003781,15000891,P,16 BALDWIN AVE,SAN MATEO,CA,94401,6503425436,
42003823,15000495,P,925 CHENERY ST,SAN FRANCISCO,CA,94131,4155848383,
42003824,15000505,P,660 VICENTE ST,SAN FRANCISCO,CA,94116,4157318400,
42004284,15014556,P,259 JUDSON AVE,SAN FRANCISCO,CA,94112,4155866987,
42004531,15000494,P,3625 24TH ST,SAN FRANCISCO,CA,94110,4158242052,
42005283,15034436,P,555 POST ST,SAN FRANCISCO,CA,94102,4157106759,
42005609,15013087,P,1717 GUM ST,SAN MATEO,CA,94402,6505718749,
42005621,15013147,P,1250 QUINTARA ST,SAN FRANCISCO,CA,94116,4158370901,
42005864,15000485,P,909 OCEANA BLVD,PACIFICA,CA,94044,6503594544,
42006095,15041590,P,3750 18TH STREET,SAN FRANCISCO,CA,94114,4152416240,
42006208,15024495,P,1561 LAUREL ST STE A,SAN CARLOS,CA,94070,6505955022,
42006304,15041541,P,680 18TH AVE,SAN FRANCISCO,CA,94121,4157508460,
42006305,15041568,P,859 PRAGUE ST,SAN FRANCISCO,CA,94112,4154694718,
42006645,15000502,P,299 PRECITA AVE,SAN FRANCISCO,CA,94110,4156482008,
42006690,15002491,P,95 GOUGH ST,SAN FRANCISCO,CA,94102,,
42006780,15000542,P,1200 NOTRE DAME AVE,BELMONT,CA,94002,6505912209,
42007388,15034275,P,1098 HARRISON ST,SAN FRANCISCO,CA,94103,4153557711,
42007432,15042415,P,400 B STREET,SOUTH SAN FRANCISCO,CA,94080,6508778754,
42007705,15034993,P,3100 SAINT JAMES RD,BELMONT,CA,94002,6506374850,
42007738,15041576,P,380 WEBSTER ST,SAN FRANCISCO,CA,94102,4152416335,
42008282,15042406,P,825 SOUTHWOOD DRIVE,SOUTH SAN FRANCISCO,CA,94080,6508778769,
42008289,15042416,P,501 SPRUCE AVE,SOUTH SAN FRANCISCO,CA,94080,6508778780,
42008580,15013090,P,650 SHELL BLVD,FOSTER CITY,CA,94404,6509967918,
42009057,15019821,P,800 FOSTER CITY BLVD,FOSTER CITY,CA,94404,6503782600,
42009289,15042222,P,3247 MIDDLEFIELD ROAD,MENLO PARK,CA,94025,6503068866,
42009296,15041561,P,420 FILBERT ST,SAN FRANCISCO,CA,94133,4152917924,
42009297,15041612,P,2650 42ND AVE,SAN FRANCISCO,CA,94116,4157592841,
42009651,15000499,P,175 PHELAN AVE,SAN FRANCISCO,CA,94112,4155868200,
42009663,15001057,P,350 9TH AVE,SAN FRANCISCO,CA,94118,4157523567,
42010572,15019850,P,446 TURNER TER,SAN MATEO,CA,94401,6505794400,
42010647,15022282,P,1187 FRANKLIN ST,SAN FRANCISCO,CA,94109,4154417691,
42010733,15027154,P,1500 RALSTON AVE,BELMONT,CA,94002,,
42010782,15034997,P,801 REDWOOD SHORES PARKWAY,REDWOOD CITY,CA,94065,6506315510,
42011144,15000493,P,1560 40TH AVE,SAN FRANCISCO,CA,94122,4157314077,
42011145,15000523,P,2701 HACIENDA ST,SAN MATEO,CA,94403,6505730111,
42011267,15039264,P,275 ELLIOTT DRIVE,MENLO PARK,CA,94025,6503240186,
42011707,15000507,P,2445 PINE ST,SAN FRANCISCO,CA,94115,4153469500,
42012094,15021808,P,1555 IRVING ST,SAN FRANCISCO,CA,94122,4155641063,
42012258,15041587,P,1025 14TH ST,SAN FRANCISCO,CA,94114,4152416300,
42012519,15037337,P,545 EUCALYPTUS AVE,HILLSBOROUGH,CA,94010,6503474175,
42012592,15000490,P,75 FRANCIS ST,SAN FRANCISCO,CA,94112,4155877014,
42012594,15000544,P,5950 GEARY BLVD,SAN FRANCISCO,CA,94121,4157519564,
42012727,15039262,P,195 ENCINAL AVE,ATHERTON,CA,94027,6503265164,
42013281,15000548,P,150 VALPARAISO AVE,ATHERTON,CA,94027,6504734016,
42013454,15027155,P,55 SAN FERNANDO WAY,DALY CITY,CA,94015,6509914673,
42014005,15017580,P,818 MAHLER RD,BURLINGAME,CA,94010,,
42014040,15000519,P,3801 BALBOA ST,SAN FRANCISCO,CA,94121,4152212711,
42014973,15021490,P,1540 RALSTON AVE,BELMONT,CA,94002,6505951913,
42015131,15041669,P,421 BARTLETT AVE,SAN FRANCISCO,CA,94110,4156955844,
42015471,15023117,P,333 DOLORES ST,SAN FRANCISCO,CA,94110,4158615432,
42016453,15019696,P,545 EUCALYPTUS AVE,HILLSBOROUGH,CA,94010,6506967295,
42016675,15041563,P,2576 HARRISON ST,SAN FRANCISCO,CA,94110,4156955736,
42017065,15000504,P,2250 FRANKLIN ST,SAN FRANCISCO,CA,94109,4156734523,
42017832,15041910,P,506 NORTH DELAWARE ST,SAN MATEO,CA,94401,6505582399,
42017917,15019588,P,570 EL CAMINO REAL STE 150-414,REDWOOD CITY,CA,94063,,
42018120,15034996,P,2525 BUENA VISTA,BELMONT,CA,94002,6506374840,
42018501,15000492,P,600 ITALY AVE,SAN FRANCISCO,CA,94112,4153374030,
42018903,15011714,P,950 CLEMENT ST,SAN FRANCISCO,CA,94118,4152211218,
42019485,15019756,P,275 ELLIOTT DR,MENLO PARK,CA,94025,6503248617,
42019682,15040641,P,200 SHAWNEE PASS,PORTOLA VALLEY,CA,94028,6508511777,
42020052,15017694,P,2384 E ORANGE GROVE BLVD,PASADENA,CA,91104,,
42020070,15000498,P,785 SUNNYDALE AVE,SAN FRANCISCO,CA,94134,4152397840,
42020075,15000510,P,2550 41ST AVE,SAN FRANCISCO,CA,94116,4155660314,
42020196,15000531,P,1211 ARBOR RD,MENLO PARK,CA,94025,6503222312,
42020949,15041622,P,627 TURK ST,SAN FRANCISCO,CA,94102,4157493567,
42020975,15019849,P,1760 CESAR CHAVEZ,SAN FRANCISCO,CA,94124,4156411878,
42021155,15040760,P,400 DUANE ST,REDWOOD CITY,CA,94062,6503663827,
42021162,15040757,P,701 CHARTER ST,REDWOOD CITY,CA,94063,6503668415,
42021566,15001127,P,1563 PAGE ST,SAN FRANCISCO,CA,94117,4156262919,
42021694,15000528,P,479 MILLER AVE,SOUTH SAN FRANCISCO,CA,94080,6505833562,
42022703,15041571,P,810 SILVER AVE,SAN FRANCISCO,CA,94134,4154694722,
42023081,15000491,P,659 PINE ST,SAN FRANCISCO,CA,94108,4154210069,
42023090,15001039,P,1570 GREENWICH ST,SAN FRANCISCO,CA,94123,4154740191,
42023177,15037444,P,1200 SKYLINE DR,DALY CITY,CA,94015,6509911230,
42023713,15042220,P,1201 BREWSTER AVE,REDWOOD CITY,CA,94062,6503679780,
42023837,15041680,P,1501 O'FARRELL ST,SAN FRANCISCO,CA,94115,4157493548,
42024127,15027164,P,315 TULANE RD,SAN MATEO,CA,94402,6505729517,
42024572,15000511,P,2001 37TH AVE,SAN FRANCISCO,CA,94116,4157317500,
42024573,15000514,P,1690 CHURCH ST,SAN FRANCISCO,CA,94131,4156482055,
42024677,15037451,P,80 FIELDCREST DR,DALY CITY,CA,94015,6509911252,
42024905,15010539,P,801 SILVER AVE,SAN FRANCISCO,CA,94134,4155877256,
42025307,15000871,P,50 VALPARAISO AVE,ATHERTON,CA,94027,,
42025716,15040766,P,815 ALLERTON ST,REDWOOD CITY,CA,94063,6504822412,
42025717,15041618,P,2355 FOLSOM ST,SAN FRANCISCO,CA,94110,4156955370,
42025721,15041296,P,130 CAMBRIDGE LN,SAN BRUNO,CA,94066,6506243160,
42025722,15041298,P,2500 COTTONWOOD DR,SAN BRUNO,CA,94066,6506243165,
42026009,15042414,P,55 CHRISTEN AVE,DALY CITY,CA,94015,6508778941,
42026086,15000503,P,940 LAGUNA HONDA BLVD,SAN FRANCISCO,CA,94127,4157312665,
42027126,15025530,P,645 14TH AVE,SAN FRANCISCO,CA,94118,4157527333,
42027192,15034998,P,225 SHEARWATER PARKWAY,REDWOOD CITY,CA,94065,6508028060,
42027206,15041304,P,2757 MELENDY DR,SAN CARLOS,CA,94070,6505087303,
42027207,15041544,P,1035 GILMAN AVE,SAN FRANCISCO,CA,94124,4153301520,
42027208,15041583,P,755 MORSE ST,SAN FRANCISCO,CA,94112,4154694730,
42027504,15043493,P,35 TOWER RD,SAN MATEO,CA,94402,6505982150,
42028545,15019787,P,1201 ORTEGA ST,SAN FRANCISCO,CA,94122,4156615232,
42028599,15021825,P,5 THOMAS MELLON CIR STE 225,SAN FRANCISCO,CA,94134,4157150103,
42028684,15024478,P,230 JONES ST,SAN FRANCISCO,CA,94102,4153450924,
42029626,15014516,P,50 EMILIE AVE,ATHERTON,CA,94027,6503229931,
42029949,15041909,P,300 PIEDMONT AVE,SAN BRUNO,CA,94066,6505582499,
42030063,15041623,P,1350 7TH AVE,SAN FRANCISCO,CA,94116,4152425000,
42030628,15001041,P,1900 MONTEREY DR,SAN BRUNO,CA,94066,6508734090,
42031239,15037678,P,340 INVERNESS DR,PACIFICA,CA,94044,6507386687,
42031710,15040754,P,3600 MIDDLEFIELD ROAD,MENLO PARK,CA,94025,6503693759,
42033117,15025533,P,1335 GUERRERO ST,SAN FRANCISCO,CA,94110,4158211434,
42033182,15040761,P,2223 VERA AVENUE,REDWOOD CITY,CA,94061,6503695597,
42033820,15009586,P,2222 BROADWAY ST,SAN FRANCISCO,CA,94115,4152923109,
42034966,15000980,P,755 OCEAN AVE,SAN FRANCISCO,CA,94112,4153334021,
42036597,15042418,P,2570 WESTBOROUGH BLVD,SOUTH SAN FRANCISCO,CA,94080,6508778848,
42036740,15009935,P,1340 WILLOW RD,MENLO PARK,CA,94025,6503211991,
42037227,15041904,P,900 ALAMEDA,SAN MATEO,CA,94402,6505582999,
42037347,15042405,P,116 ROMNEY AVENUE,SOUTH SAN FRANCISCO,CA,94080,6508778797,
42037505,15035226,P,2385 TROUSDALE DR,BURLINGAME,CA,94010,6502593850,
42037529,15041550,P,950 CLAY ST,SAN FRANCISCO,CA,94108,4152917921,
42040003,15013115,P,151 BUCKINGHAM AVE,REDWOOD CITY,CA,94063,6503657829,
42040233,15043658,P,375 WOODSIDE AVE,SAN FRANCISCO,CA,94127,4157537792,
42040522,15021795,P,3801 3RD ST STE 620,SAN FRANCISCO,CA,94124,4156421134,
42040620,15027156,P,233 TOPAZ ST,REDWOOD CITY,CA,94062,6503670180,
42040665,15035228,P,701 PALOMA AVENUE,BURLINGAME,CA,94010,6502593870,
42041959,15041537,P,2162 24TH AVE,SAN FRANCISCO,CA,94116,4157592700,
42042165,15041551,P,465 MISSOURI ST,SAN FRANCISCO,CA,94107,4156955787,
42042166,15041569,P,825 SHOTWELL ST,SAN FRANCISCO,CA,94110,4156955765,
42042167,15041613,P,55 SCHWERIN ST,SAN FRANCISCO,CA,94134,4154694796,
42042922,15011421,P,2901 CALIFORNIA ST,SAN FRANCISCO,CA,94115,4154093739,
42042999,15024443,P,1041 MYRTLE ST,EAST PALO ALTO,CA,94303,6506880850,
42043012,15014557,P,411 MIDDLEFIELD RD,REDWOOD CITY,CA,94063,6506929800,
42043921,15034437,P,75 FRANCIS ST,SAN FRANCISCO,CA,94112,4155089626,
42043996,15034945,P,155 ORIENTE ST,DALY CITY,CA,94014,4154670442,
42044100,15041542,P,1000 CAYUGA AVE,SAN FRANCISCO,CA,94112,4154694090,
42044259,15041297,P,1801 NILES AVE,SAN BRUNO,CA,94066,6506243180,
42044264,15041295,P,201 NORTH BALBOA WAY,SAN BRUNO,CA,94066,6506243150,
42044273,15041300,P,750 DARTMOUTH AVE,SAN CARLOS,CA,94070,6505087343,
42044274,15041301,P,200 ARUNDEL ROAD,SAN CARLOS,CA,94070,6505693432,
42044293,15041531,P,555 PORTOLA DR,SAN FRANCISCO,CA,94131,4156955700,
42044298,15041540,P,105 APTOS AVE,SAN FRANCISCO,CA,94127,4154694520,
42044299,15041565,P,600 32ND AVE,SAN FRANCISCO,CA,94121,4157508400,
42044300,15041603,P,325 SANCHEZ ST,SAN FRANCISCO,CA,94114,4152416380,
42044302,15041545,P,2641 25TH ST,SAN FRANCISCO,CA,94110,4156955780,
42044303,15041548,P,455 ATHENS ST,SAN FRANCISCO,CA,94112,4154694709,
42044304,15041588,P,175 OMAR WAY,SAN FRANCISCO,CA,94127,4154694734,
42044305,15041591,P,260 MADRID ST,SAN FRANCISCO,CA,94112,4154694736,
42044306,15041592,P,2049 GROVE ST,SAN FRANCISCO,CA,94117,4157508490,
42044307,15041626,P,40 VEGA ST,SAN FRANCISCO,CA,94115,4157493469,
42044317,15041616,P,2725 CALIFORNIA ST,SAN FRANCISCO,CA,94115,4157493505,
42044318,15041617,P,1920 41ST AVE,SAN FRANCISCO,CA,94116,4157592760,
42044319,15041634,P,1060 KEY AVE,SAN FRANCISCO,CA,94124,4154672522,
42044423,15024485,P,6210 GEARY BLVD,SAN FRANCISCO,CA,94121,4152213484,
42044516,15037449,P,725 SOUTHGATE AVE,DALY CITY,CA,94015,6509911246,
42044647,15037677,P,377 REINA DEL MAR AVE,PACIFICA,CA,94044,6507386655,
42044894,15039317,P,817 MURCHISON DR,MILLBRAE,CA,94030,6506975681,
42046338,15041292,P,500 ACACIA AVENUE,SAN BRUNO,CA,94066,6506243100,
42046379,15041303,P,757 CEDAR STREET,SAN CARLOS,CA,94070,6505087321,
42046530,15041584,P,1101 EUCALYPTUS DRIVE,SAN FRANCISCO,CA,94132,4157592730,
42046545,15041599,P,2051 34TH AVE,SAN FRANCISCO,CA,94116,4157592837,
42046573,15041610,P,250 FOERSTER ST,SAN FRANCISCO,CA,94112,4154694746,
42046588,15041615,P,5 LENOX WAY,SAN FRANCISCO,CA,94127,4157592846,
42046605,15041621,P,1430 SCOTT ST,SAN FRANCISCO,CA,94115,4157493600,
42047511,15039263,P,1100 ELDER AVE,MENLO PARK,CA,94025,6503264341,
42047544,15034995,P,2675 RALSTON AVE,BELMONT,CA,94002,6506374880,
42047624,15040701,P,2450 RALMAR ST,EAST PALO ALTO,CA,94303,6503296700,
42047712,15037679,P,1427 PALMETTO AVE,PACIFICA,CA,94044,6507386665,
42047730,15043211,P,3195 WOODSIDE RD,WOODSIDE,CA,94062,6508511571,
42048380,15037674,P,601 CRESPI DRIVE,PACIFICA,CA,94044,6507386660,
42048505,15042219,P,1968 OLD COUNTY RD,REDWOOD CITY,CA,94063,6502988876,
42048509,15041293,P,450 3RD AVE,SAN BRUNO,CA,94066,6506243155,
47254918,15144303,P,801 TREAT AVENUE,SAN FRANCISCO,CA,94110,4156955746,
47255000,15144329,P,2055 SILVER AVENUE,SAN FRANCISCO,CA,94124,4156428901,
