School ID,School Name,Street Address,City,State,ZIP,Low Grade*,High Grade*,Charter,Magnet*,Title I School*,Title 1 School Wide*,Students*,Teachers*,Student Teacher Ratio*,Free Lunch*,Reduced Lunch*,lat,lng
6090534,Mission San Jose Elementary,43545 Bryant St.,Fremont,CA,94539,KG,06,No,No,No,†,550.00000,23.00000,23.9000000,20.00000,2.00000,37.5282681,-121.9222403
0135244,Mission San Jose High,41717 Palm Ave.,Fremont,CA,94539,09,12,No,Yes,No,†,2014.00000,81.01000,24.9000000,110.00000,8.00000,37.5444113,-121.9342807
6000749,Mission Valley Elementary,41700 Denise St.,Fremont,CA,94539,KG,06,No,No,No,†,709.00000,30.00000,23.6000000,59.00000,7.00000,37.5364196,-121.946533
0195032,Mission Valley ROCP,5019 Stevenson Blvd.,Fremont,CA,94538,09,12,No,–,†,†,0.00000,–,†,–,–,37.5282594,-121.9839676
6001978,MLK / Lafayette Elementary,991 14th St.,Oakland,CA,94607,03,05,No,No,Yes,Yes,165.00000,5.00000,33.0000000,144.00000,3.00000,37.8081631,-122.2822146
6002430,Monroe Elementary,13701 Bancroft Ave.,San Leandro,CA,94578,KG,05,No,No,Yes,Yes,376.00000,16.00000,23.5000000,183.00000,59.00000,37.7152512,-122.1404925
6002083,Montclair Elementary,1757 Mountain Blvd.,Oakland,CA,94611,KG,05,No,No,No,†,634.00000,25.50000,24.9000000,122.00000,15.00000,37.830872,-122.2128694
6057079,Montera Middle,5555 Ascot Dr.,Oakland,CA,94611,06,08,No,No,Yes,No,774.00000,47.85000,16.2000000,362.00000,54.00000,37.81965599999999,-122.2017352
6001358,Mountain House Elementary,3950 Mountain House Rd.,Byron,CA,94514,KG,08,No,No,–,–,20.00000,1.00000,20.0000000,16.00000,0.00000,37.7872506,-121.5777821
0135319,Mt. Eden High,2300 Panama St.,Hayward,CA,94545,09,12,No,No,Yes,Yes,1978.00000,86.17000,23.0000000,1080.00000,214.00000,37.62497860000001,-122.0902654
6001424,Murray Elementary,8435 Davona Dr.,Dublin,CA,94568,KG,05,No,No,Yes,No,522.00000,24.50000,21.3000000,73.00000,15.00000,37.7218036,-121.9326005
6001903,New Highland Academy,8521 A St.,Oakland,CA,94621,KG,05,No,No,Yes,Yes,351.00000,13.00000,27.0000000,325.00000,17.00000,37.7517189,-122.1789509
6102917,Newark Junior High,6201 Lafayette Ave.,Newark,CA,94560,07,08,No,No,Yes,Yes,876.00000,28.87000,30.3000000,385.00000,98.00000,37.5422529,-122.0406834
0130054,Newark Memorial High,39375 Cedar Blvd.,Newark,CA,94560,09,12,No,No,No,†,1789.00000,60.79000,29.4000000,673.00000,129.00000,37.5208571,-122.0018945
6000756,Niles Elementary,37141 Second St.,Fremont,CA,94536,KG,06,No,No,No,†,605.00000,23.00000,26.3000000,61.00000,15.00000,37.5763251,-121.9850338
6000764,O. N. Hirsch Elementary,41399 Chapel Way,Fremont,CA,94538,KG,06,No,No,Yes,No,570.00000,23.50000,24.3000000,107.00000,18.00000,37.5281336,-121.9633232
0135905,Oakland High,1023 MacArthur Blvd.,Oakland,CA,94610,09,12,No,No,Yes,Yes,1568.00000,80.71000,19.4000000,1263.00000,106.00000,37.8044662,-122.2369001
0115667,Oakland International High,4521 Webster St.,Oakland,CA,94609,09,12,No,No,Yes,Yes,367.00000,24.00000,15.3000000,334.00000,19.00000,37.83367140000001,-122.261002
0135210,Oakland SOL (School of Language) Dual Language Middle,1180 70th Ave.,Oakland,CA,94621,06,08,No,Yes,Yes,No,55.00000,4.00000,13.8000000,44.00000,3.00000,37.7591225,-122.1909455
0136051,Oakland Technical High,4351 BRd.way,Oakland,CA,94611,09,12,No,No,Yes,Yes,1998.00000,95.65000,20.9000000,848.00000,122.00000,37.8323024,-122.2553866
6116222,Ocean View Elementary,1000 Jackson St.,Albany,CA,94706,KG,05,No,No,Yes,No,574.00000,23.30000,24.6000000,161.00000,20.00000,37.886828,-122.3014503
6090542,Oliveira Elementary,4180 Alder Ave.,Fremont,CA,94536,KG,06,No,No,Yes,No,858.00000,34.51000,24.9000000,132.00000,33.00000,37.5604762,-122.0170591
0136226,Opportunity Academy,313 W. Winton Ave.,Hayward,CA,94544,10,12,Yes,No,No,†,23.00000,1.00000,23.0000000,18.00000,0.00000,37.6585103,-122.0983459
6090302,Oxford Elementary,1130 Oxford St.,Berkeley,CA,94707,KG,05,No,No,Yes,Yes,290.00000,14.26000,20.3000000,96.00000,7.00000,37.8874008,-122.2683574
6001093,Palma Ceia Elementary,27679 Melbourne Ave.,Hayward,CA,94545,KG,06,No,No,Yes,Yes,557.00000,23.00000,24.2000000,344.00000,55.00000,37.62739,-122.086595
6090419,Palomares Elementary,PO Box 2146,Castro Valley,CA,94546,KG,05,No,No,No,†,145.00000,6.40000,22.7000000,20.00000,3.00000,37.7079558,-122.072069
6001101,Park Elementary,411 Larchmont St.,Hayward,CA,94540,KG,06,No,No,Yes,Yes,552.00000,23.00000,24.0000000,384.00000,39.00000,37.6536844,-122.0931775
6002091,Parker Elementary,7929 Ney Ave.,Oakland,CA,94605,KG,08,No,No,Yes,Yes,370.00000,17.36000,21.3000000,328.00000,4.00000,37.7652106,-122.1660014
6000798,Parkmont Elementary,2601 Parkside Dr.,Fremont,CA,94536,KG,06,No,No,No,†,881.00000,32.80000,26.9000000,79.00000,12.00000,37.5607173,-121.9841453
6000806,Patterson Elementary,35521 Cabrillo Dr.,Fremont,CA,94536,KG,06,No,No,Yes,No,770.00000,30.51000,25.2000000,158.00000,19.00000,37.5618206,-122.0313142
6002109,Peralta Elementary,460 63rd St.,Oakland,CA,94609,KG,05,No,No,No,†,329.00000,14.00000,23.5000000,54.00000,5.00000,37.849492,-122.2586978
6117600,Phoebe Apperson Hearst Elementary,5301 Case Ave.,Pleasanton,CA,94566,KG,05,No,No,No,†,675.00000,26.00000,26.0000000,47.00000,5.00000,37.6517907,-121.885656
6002117,Piedmont Avenue Elementary,4314 Piedmont Ave.,Oakland,CA,94611,KG,05,No,No,Yes,Yes,334.00000,14.00000,23.9000000,220.00000,16.00000,37.8286763,-122.2485942
0136515,Piedmont High,800 Magnolia Ave.,Piedmont,CA,94611,09,12,No,No,No,†,813.00000,47.21000,17.2000000,11.00000,0.00000,37.8232545,-122.232329
6066492,Piedmont Middle,740 Magnolia Ave.,Piedmont,CA,94611,06,08,No,No,No,†,665.00000,40.60000,16.4000000,12.00000,0.00000,37.8225814,-122.2345628
0125492,Piedmont Preschool,760 Magnolia Ave.,Piedmont,CA,94611,–,–,No,–,†,†,†,–,†,†,†,37.8228213,-122.2337473
6101604,Pioneer Elementary,32737 Bel Aire St.,Union City,CA,94587,KG,05,No,No,Yes,No,795.00000,33.00000,24.1000000,232.00000,72.00000,37.5720205,-122.0713924
6108971,Pleasanton Middle,5001 Case Ave.,Pleasanton,CA,94566,06,08,No,No,Yes,No,1238.00000,56.09000,22.1000000,125.00000,25.00000,37.6545518,-121.8839258
6002125,Prescott,920 Campbell St.,Oakland,CA,94607,KG,05,No,No,Yes,Yes,181.00000,8.00000,22.6000000,158.00000,4.00000,37.808724,-122.297508
6090435,Proctor Elementary,PO Box 2146,Castro Valley,CA,94546,KG,05,No,No,No,†,494.00000,18.50000,26.7000000,64.00000,22.00000,37.7079558,-122.072069
0118653,Ralph J. Bunche High,1240 18th St.,Oakland,CA,94607,09,12,No,No,Yes,Yes,100.00000,10.70000,9.3000000,86.00000,1.00000,37.8133544,-122.286943
6089338,Rancho Las Positas Elementary,401 E. Jack London Blvd.,Livermore,CA,94551,KG,05,No,No,No,†,602.00000,25.00000,24.1000000,124.00000,12.00000,37.6881736,-121.7966776
0110239,Reach Academy,9845 Bancroft Ave.,Oakland,CA,94603,KG,05,No,No,Yes,Yes,397.00000,15.00000,26.5000000,314.00000,14.00000,37.74708770000001,-122.1613646
0135533,Redwood Continuation High,18400 Clifton Way,Castro Valley,CA,94546,09,12,No,No,Yes,No,109.00000,8.40000,13.0000000,48.00000,4.00000,37.7133204,-122.0925559
6002141,Redwood Heights Elementary,4401 39th Ave.,Oakland,CA,94619,KG,05,No,No,No,†,362.00000,16.00000,22.6000000,88.00000,15.00000,37.7973006,-122.1863562
0110262,Rise Community,8521 A St.,Oakland,CA,94621,KG,05,No,No,Yes,Yes,242.00000,10.00000,24.2000000,230.00000,6.00000,37.7517189,-122.1789509
0130138,Robertson High (Continuation),4455 Seneca Park Ave.,Fremont,CA,94538,09,12,No,No,Yes,Yes,167.00000,18.00000,9.3000000,78.00000,5.00000,37.5200581,-121.9648189
6002448,Roosevelt Elementary,13701 Bancroft Ave.,San Leandro,CA,94578,KG,05,No,No,No,†,528.00000,19.00000,27.8000000,147.00000,31.00000,37.7152512,-122.1404925
6057087,Roosevelt Middle,1926 19th Ave.,Oakland,CA,94606,06,08,No,No,Yes,Yes,548.00000,33.00000,16.6000000,490.00000,23.00000,37.7899489,-122.2372044
0112805,ROOTS International Academy,1390 66th Ave.,Oakland,CA,94621,06,08,No,No,Yes,Yes,309.00000,24.10000,12.8000000,286.00000,13.00000,37.7615544,-122.1936724
6090187,Rosa Parks Environmental Science,920 Allston Way,Berkeley,CA,94710,KG,05,No,No,No,†,445.00000,21.19000,21.0000000,99.00000,6.00000,37.8654179,-122.2945041
0130047,Roy A. Johnson High,PO Box 2146,Castro Valley,CA,94546,09,12,No,No,No,†,13.00000,2.00000,6.5000000,3.00000,0.00000,37.7079558,-122.072069
0137745,Royal Sunset (Continuation),20450 Royal Ave.,Hayward,CA,94541,07,12,No,No,No,†,137.00000,8.23000,16.6000000,77.00000,9.00000,37.6696219,-122.114452
0111765,Ruby Bridges Elementary,351 Jack London Ave.,Alameda,CA,94501,KG,05,No,No,Yes,Yes,504.00000,20.00000,25.2000000,303.00000,34.00000,37.7823029,-122.2853413
0130146,Rudsdale Continuation,8251 Fontaine St.,Oakland,CA,94605,09,12,No,No,Yes,Yes,187.00000,11.84000,15.8000000,145.00000,4.00000,37.7655596,-122.1535826
6001127,Ruus Elementary,28027 Dickens Ave.,Hayward,CA,94540,KG,06,No,No,Yes,Yes,536.00000,21.00000,25.5000000,326.00000,51.00000,37.627011,-122.074003
0137588,San Leandro High,13701 Bancroft Ave.,San Leandro,CA,94577,09,12,No,No,No,†,2657.00000,116.00000,22.9000000,1300.00000,299.00000,37.7152512,-122.1404925
0137810,San Lorenzo High,50 E. Lewelling Blvd.,San Lorenzo,CA,94580,09,12,No,No,Yes,No,1412.00000,62.63000,22.5000000,863.00000,99.00000,37.688571,-122.122524
0129569,San Lorenzo Unified Preschool,20450 Royal Ave.,Hayward,CA,94541,–,–,No,–,†,†,†,–,†,†,†,37.6696219,-122.114452
0110254,Sankofa Academy,581 61st St.,Oakland,CA,94609,KG,05,No,No,Yes,Yes,187.00000,8.50000,22.0000000,162.00000,7.00000,37.8468841,-122.2645469
6001135,Schafer Park Elementary,PO Box 5000,Hayward,CA,94540,KG,06,No,No,Yes,Yes,768.00000,30.90000,24.9000000,477.00000,42.00000,37.6599999,-122.1
6001622,Searles Elementary,33629 15th St.,Union City,CA,94587,KG,05,No,No,Yes,Yes,673.00000,28.00000,24.0000000,371.00000,72.00000,37.5957988,-122.0274092
6002174,Sequoia Elementary,3730 Lincoln Ave.,Oakland,CA,94602,KG,05,No,No,No,†,436.00000,17.50000,24.9000000,138.00000,8.00000,37.8021834,-122.2109189
0137943,Skyline High,12250 Skyline Blvd.,Oakland,CA,94619,09,12,No,No,Yes,Yes,1756.00000,96.30000,18.2000000,1186.00000,116.00000,37.798392,-122.161464
6001176,Southgate Elementary,26601 Calaroga Ave.,Hayward,CA,94545,KG,06,No,No,No,†,681.00000,28.00000,24.3000000,344.00000,62.00000,37.6384493,-122.094523
0119842,Special Education-Preschool-Laurel,2652 Vergil Ct.,Castro Valley,CA,94546,–,–,No,–,†,†,†,–,†,†,†,37.6872413,-122.0703841
6090468,Stanton Elementary,PO Box 2146,Castro Valley,CA,94546,KG,05,No,No,Yes,No,467.00000,18.40000,25.4000000,113.00000,35.00000,37.7079558,-122.072069
6090559,Steven Millard Elementary,5200 Valpey Park Dr.,Fremont,CA,94538,KG,06,No,No,Yes,No,578.00000,24.00000,24.1000000,80.00000,34.00000,37.5193351,-121.9749139
0111815,Stonebrae Elementary,24411 Amador St.,Hayward,CA,94540,KG,06,No,No,No,†,746.00000,30.50000,24.5000000,314.00000,35.00000,37.6566257,-122.093452
0130179,Street Academy (Alternative),417 29th St.,Oakland,CA,94609,09,12,No,No,Yes,Yes,108.00000,6.50000,16.6000000,90.00000,4.00000,37.8175698,-122.265433
6062160,Strobridge Elementary,PO Box 5000,Hayward,CA,94540,KG,06,No,No,Yes,Yes,540.00000,20.00000,27.0000000,311.00000,37.00000,37.6599999,-122.1
6002711,Sunol Glen Elementary,11601 Main St.,Sunol,CA,94586,KG,08,No,No,Yes,No,293.00000,13.50000,21.7000000,26.00000,2.00000,37.5937079,-121.88506
6097661,Sunset Elementary,1671 Frankfurt Way,Livermore,CA,94550,KG,05,No,No,No,†,776.00000,30.60000,25.4000000,54.00000,4.00000,37.6626467,-121.7744959
6090278,Sylvia Mendez Elementary,2241 Russell St.,Berkeley,CA,94705,KG,05,No,No,Yes,Yes,381.00000,20.28000,18.8000000,124.00000,18.00000,37.8578359,-122.2623314
0138339,Tennyson High,27035 Whitman Rd.,Hayward,CA,94544,09,12,No,No,Yes,Yes,1446.00000,66.15000,21.9000000,977.00000,111.00000,37.642222,-122.067212
0100792,Think College Now,2825 International Blvd.,Oakland,CA,94601,KG,05,No,No,Yes,Yes,307.00000,13.00000,23.6000000,248.00000,28.00000,37.7793766,-122.230619
6117592,Thomas S. Hart Middle,4433 Willow Rd.,Pleasanton,CA,94588,06,08,No,No,Yes,No,1247.00000,54.20000,23.0000000,84.00000,16.00000,37.68578350000001,-121.8969049
6002216,Thornhill Elementary,5880 Thornhill Dr.,Oakland,CA,94611,KG,05,No,No,No,†,390.00000,18.00000,21.7000000,60.00000,3.00000,37.8359106,-122.2110144
6056915,Thornton Junior High,4357 Thornton Ave.,Fremont,CA,94536,07,08,No,No,No,†,1333.00000,54.93000,24.3000000,171.00000,38.00000,37.5564237,-122.0158687
6090310,Thousand Oaks Elementary,840 Colusa Ave.,Berkeley,CA,94707,KG,05,No,No,Yes,Yes,423.00000,22.66000,18.7000000,154.00000,27.00000,37.8925299,-122.2807632
6115505,Tom Kitayama Elementary,1959 Sunsprite Dr.,Union City,CA,94587,KG,05,No,No,Yes,Yes,811.00000,32.00000,25.3000000,297.00000,61.00000,37.5987925,-122.049743
6000715,Tom Maloney Elementary,38700 Logan Dr.,Fremont,CA,94536,KG,06,No,No,Yes,No,591.00000,24.00000,24.6000000,117.00000,17.00000,37.5457911,-121.9983603
6001192,Treeview Elementary,30565 Treeview St.,Hayward,CA,94544,KG,06,No,No,Yes,Yes,500.00000,19.00000,26.3000000,308.00000,35.00000,37.6243893,-122.0374365
0195016,Tri-Valley ROP,1040 Florence Rd.,Livermore,CA,94551,09,12,No,–,†,†,0.00000,–,†,–,–,37.6691535,-121.7742828
6104566,Tyrrell Elementary,27000 Tyrrell Ave.,Hayward,CA,94540,KG,06,No,No,Yes,Yes,716.00000,28.00000,25.6000000,528.00000,40.00000,37.63771819999999,-122.0753591
0112763,United for Success Academy,2101 35th Ave.,Oakland,CA,94601,06,08,No,No,Yes,Yes,359.00000,22.10000,16.2000000,331.00000,11.00000,37.7847011,-122.2165488
6118657,Urban Promise Academy,3031 E. 18th St.,Oakland,CA,94601,06,08,No,No,Yes,Yes,372.00000,19.30000,19.3000000,336.00000,21.00000,37.7819779,-122.2241289
6000830,Vallejo Mill Elementary,38569 Canyon Heights Dr.,Fremont,CA,94536,KG,06,No,No,Yes,No,542.00000,23.00000,23.6000000,132.00000,16.00000,37.5746515,-121.9606206
0138453,Valley High (Continuation),6901 York Dr.,Dublin,CA,94568,09,12,No,No,Yes,No,56.00000,8.10000,6.9000000,25.00000,3.00000,37.7096087,-121.9212219
6002349,Valley View Elementary,480 Adams Way,Pleasanton,CA,94566,KG,05,No,No,Yes,No,645.00000,26.17000,24.6000000,132.00000,19.00000,37.6605134,-121.8622198
6090484,Vannoy Elementary,PO Box 2146,Castro Valley,CA,94546,KG,05,No,No,No,†,434.00000,18.00000,24.1000000,42.00000,8.00000,37.7079558,-122.072069
0130252,Village High,4645 Bernal Ave.,Pleasanton,CA,94566,09,12,No,No,Yes,No,109.00000,12.30000,8.9000000,28.00000,1.00000,37.6557868,-121.8749709
0130393,Vineyard Alternative,1401 Almond Ave.,Livermore,CA,94550,01,12,No,No,Yes,No,133.00000,13.55000,9.8000000,31.00000,0.00000,37.6771018,-121.7408556
6089361,Vintage Hills Elementary,1125 Concord St.,Pleasanton,CA,94566,KG,05,No,No,No,†,634.00000,25.40000,25.0000000,30.00000,4.00000,37.6554658,-121.8554996
0130435,Vista Alternative,4455 Seneca Park Ave.,Fremont,CA,94538,07,12,No,No,Yes,Yes,25.00000,3.00000,8.3000000,9.00000,0.00000,37.5200581,-121.9648189
6002356,Walnut Grove Elementary,1999 Harvest Rd.,Pleasanton,CA,94566,KG,05,No,No,No,†,728.00000,27.00000,27.0000000,26.00000,1.00000,37.673212,-121.8854479
6000848,Warm Springs Elementary,47370 Warm Springs Blvd.,Fremont,CA,94539,03,06,No,No,No,†,1073.00000,37.00000,29.0000000,47.00000,5.00000,37.4825199,-121.9247778
6089619,Warwick Elementary,3375 Warwick Rd.,Fremont,CA,94555,KG,06,No,No,No,†,910.00000,34.00000,26.8000000,133.00000,17.00000,37.57693769999999,-122.0316484
6090328,Washington Elementary,2300 MLK Jr. Way,Berkeley,CA,94704,KG,05,No,No,Yes,Yes,500.00000,23.54000,21.2000000,131.00000,26.00000,37.8666472,-122.2731277
6002455,Washington Elementary,13701 Bancroft Ave.,San Leandro,CA,94578,KG,05,No,No,Yes,Yes,382.00000,17.00000,22.5000000,246.00000,32.00000,37.7152512,-122.1404925
0138693,Washington High,38442 Fremont Blvd.,Fremont,CA,94536,09,12,No,No,Yes,No,1940.00000,85.80000,22.6000000,432.00000,87.00000,37.5528194,-121.9948226
6002703,Washington Manor Middle,1170 Fargo Ave.,San Leandro,CA,94579,06,08,No,No,Yes,No,764.00000,31.79000,24.0000000,344.00000,83.00000,37.68769899999999,-122.149185
6066484,Wells Middle,6800 Penn Dr.,Dublin,CA,94568,06,08,No,No,Yes,No,1029.00000,45.99000,22.4000000,156.00000,19.00000,37.7117328,-121.9188827
0115626,West Oakland Middle,991 14th St.,Oakland,CA,94607,06,08,No,No,Yes,Yes,202.00000,13.70000,14.7000000,187.00000,7.00000,37.8081631,-122.2822146
6057095,Westlake Middle,2629 Harrison St.,Oakland,CA,94612,06,08,No,No,Yes,Yes,360.00000,21.85000,16.5000000,289.00000,18.00000,37.8145333,-122.2608691
0116301,Whiteford (June) Special Education Preschool,35725 Cedar Blvd.,Newark,CA,94560,–,–,No,–,†,†,†,–,†,†,†,37.5501693,-122.0381524
6002307,Wildwood Elementary,301 Wildwood Ave,Piedmont,CA,94611,KG,05,No,No,No,†,302.00000,12.00000,25.2000000,–,–,37.8197488,-122.2352055
6090112,Will C. Wood Middle,420 Grand St.,Alameda,CA,94501,06,08,No,No,Yes,Yes,519.00000,25.48000,20.4000000,225.00000,32.00000,37.7613266,-122.2624519
6056865,Willard Middle,2425 Stuart St.,Berkeley,CA,94705,06,08,No,No,Yes,Yes,634.00000,29.27000,21.7000000,214.00000,29.00000,37.8599191,-122.2584969
6090120,William G. Paden Elementary,444 Central Ave.,Alameda,CA,94501,KG,05,No,No,Yes,Yes,374.00000,15.00000,24.9000000,155.00000,12.00000,37.7712774,-122.2839084
6056923,William Hopkins Junior High,600 Driscoll Rd.,Fremont,CA,94539,07,08,No,No,No,†,1126.00000,46.60000,24.2000000,58.00000,14.00000,37.5469013,-121.9418724
6001341,William Mendenhall Middle,1701 El Padro Dr.,Livermore,CA,94550,06,08,No,No,No,†,975.00000,38.97000,25.0000000,95.00000,12.00000,37.6629103,-121.7932084
6002463,Wilson Elementary,13701 Bancroft Ave.,San Leandro,CA,94578,KG,05,No,No,Yes,Yes,722.00000,26.50000,27.2000000,430.00000,98.00000,37.7152512,-122.1404925
6056972,Winton Middle,PO Box 5000,Hayward,CA,94540,07,08,No,No,Yes,Yes,509.00000,22.22000,22.9000000,358.00000,46.00000,37.6599999,-122.1
0121228,Young Adult Program,1000 BRd.way Ste. 398,Oakland,CA,94607,12,12,No,No,No,†,82.00000,0.50000,164.0000000,7.00000,0.00000,37.8013874,-122.2719463
0127233,Young Adult Program,4210 Tech Dr.,Fremont,CA,94538,09,12,No,No,No,†,40.00000,3.00000,13.3000000,3.00000,0.00000,37.5079221,-121.9545989
